"","total_products","total_transactions","total_revenue","total_usage","total_accounts","churned","Business_Code","Location_Type","Year_Started","Public_Private_Indicator","Owns_Rents_Code","Square_Footage","Subsidiary_Indicator","Manufacturing_Indicator","Legal_Status_Code","Currency_Code","Status_Code","Population_Code","Hierarchy_Code","Revenue__US_Dollars_","Number_of_Family_Members","Employees_Here","Employee_Count_Total","Domestic_Ultimate_Employee_Count","Domestic_Ultimate_Revenue","Global_Ultimate_Indicator","Major_Industry_Category_Name","YearCreated","PropMissing","TP"
"190",3,87,480673.65,517227,44,"No","USA","HQ",1889,"Y","X1",15782,"X0","X0","X3","X20","X1","X9","X1",4411500000,137,200,10500,200,4411500000,"Y","Manufacturing",1999,0.0666666666666667,29
"191",1,13,140.16,0,1,"No","USA","Branch",NA,"N","X1",25110,"X0","X1","X0","missing","X2","X9","X3",NA,764,46,0,148,5144700000,"N","Services",1999,0.3,13
"193",2,133,33769.15,142247,1,"No","USA","HQ",1970,"Y","X0",497000,"X0","X1","X3","X20","X1","X9","X1",3545794000,444,105,24000,105,3545794000,"Y","Retail.Trade",1999,0.0666666666666667,66.5
"194",3,120,109256.05,1916271,44,"No","USA","HQ",1969,"Y","X2",200000,"X0","X1","X3","X20","X1","X9","X1",1785316000,1101,1500,15500,1500,1785316000,"Y","Retail.Trade",1999,0.0666666666666667,40
"195",5,257,378992.88,3364204,1,"No","USA","Branch",NA,"N","X0",0,"X0","X0","X0","missing","X2","X6","X1",NA,83,4,0,988,2349330000,"N","Manufacturing",1999,0.366666666666667,51.4
"196",1,3,11.57,551,1,"No","USA","Branch",NA,"N","X0",9223,"X0","X1","X0","missing","X2","X9","X2",NA,1414,21,0,146,5575846000,"N","Finance..Insurance..Real.Estate",1999,0.2,3
"197",3,85,106483.25,126891,1,"No","USA","Branch",NA,"N","X0",39764,"X0","X1","X0","missing","X2","X9","X1",NA,85,1196,0,1196,1.07162e+11,"N","Finance..Insurance..Real.Estate",1999,0.366666666666667,28.3333333333333
"198",2,83,24424.26,96390,1,"No","USA","HQ",1986,"N","X1",37000,"X0","X1","X3","X20","X1","X9","X1",165625000,34,150,400,150,165625000,"Y","Finance..Insurance..Real.Estate",1999,0.1,41.5
"199",4,167,6758.73,63878,1,"No","USA","HQ",1903,"Y","X2",10228,"X0","X0","X3","X20","X1","X7","X1",6.702e+09,128,277,27000,277,6.702e+09,"Y","Manufacturing",1999,0.1,41.75
"201",2,26,5931,21068,1,"No","USA","HQ",1972,"Y","X2",120000,"X0","X1","X3","X20","X1","X8","X1",959861000,364,150,1587,150,959861000,"Y","Finance..Insurance..Real.Estate",1999,0.1,13
"202",4,356,581465.78,6951435,1,"No","USA","HQ",2000,"N","X1",10962,"X3","X1","X3","X20","X1","X9","X2",2063500000,42,1000,9875,1300,2476050479,"N","Finance..Insurance..Real.Estate",1999,0.1,89
"205",2,59,4913.53,10623,1,"No","USA","Branch",NA,"N","X0",10493,"X0","X1","X0","missing","X2","X9","X4",NA,106,25,0,600,4549117683,"N","Services",1999,0.2,29.5
"207",5,204,55341.46,1352050,1,"No","USA","Single.Location",NA,"N","X0",0,"X0","X1","X0","missing","X0","X8","X0",NA,0,NA,0,0,0,"N","Public.Administration",1999,0.4,40.8
"208",4,188,115508.03,132211,64,"No","USA","HQ",1929,"Y","X1",15782,"X0","X0","X3","X20","X1","X9","X1",7.357e+09,276,559,26000,559,7.357e+09,"Y","Manufacturing",1999,0.0666666666666667,47
"210",3,70,25071.2,273694,1,"No","USA","Branch",NA,"N","X0",0,"X0","X1","X0","missing","X2","X9","X0",NA,0,40,0,40,0,"N","Services",1999,0.366666666666667,23.3333333333333
"211",3,128,61557.48,2959360,88,"No","USA","HQ",1995,"N","X2",20000,"X3","X0","X3","X20","X1","X9","X2",722093399,267,365,5026,28,6120700000,"N","Retail.Trade",1999,0.0666666666666667,42.6666666666667
"212",2,70,18861.54,132292,1,"No","USA","Single.Location",1969,"N","X0",60000,"X0","X1","X3","X20","X0","X7","X0",70652589,0,468,468,468,70652589,"N","Services",1999,0.1,35
"214",1,17,1000.45,0,1,"No","USA","HQ",1935,"N","X2",2509,"X0","X1","X12","X20","X1","X9","X1",264859111,16,400,1500,400,264859111,"Y","Services",1999,0.1,17
"215",4,224,344126.33,4668333,44,"No","USA","HQ",1986,"N","X0",13075,"X3","X1","X3","X20","X1","X9","X2",4e+09,946,400,30000,400,3894558000,"N","Wholesale.Trade",1999,0.133333333333333,56
"216",2,214,244345.29,20247080,1,"No","USA","Branch",NA,"N","X2",3881,"X0","X1","X0","missing","X2","X9","X2",NA,5826,7,0,40,187918525,"N","Services",1999,0.266666666666667,107
"218",1,8,9782.82,0,1,"No","USA","Branch",NA,"N","X0",0,"X0","X1","X0","missing","X2","X9","X3",NA,439,3,0,146,3985100000,"N","Public.Administration",1999,0.366666666666667,8
"219",1,17,18190,0,1,"No","USA","HQ",1965,"Y","X2",30500,"X0","X0","X3","X20","X1","X9","X1",121244000,10,277,418,277,121244000,"Y","Manufacturing",1999,0.133333333333333,17
"222",1,15,32.85,0,1,"No","USA","Branch",NA,"N","X0",11884,"X0","X1","X0","missing","X2","X9","X1",NA,35,16,0,1100,582174000,"N","Services",2000,0.2,15
"223",1,16,408.96,0,1,"Yes","missing","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2000,1.33333333333333,16
"224",1,2,163.62,110,1,"Yes","USA","Branch",NA,"N","X0",25700,"X0","X1","X0","missing","X2","X9","X1",NA,90,124,0,600,823915973,"N","Services",2000,0.266666666666667,2
"225",4,144,80984.8,1059034,64,"No","USA","Single.Location",2011,"N","X0",0,"X0","X1","X0","missing","X0","X9","X0",NA,0,NA,0,0,0,"N","Retail.Trade",2000,0.333333333333333,36
"226",2,75,4140.49,134884,44,"No","USA","Branch",NA,"N","X0",7480,"X0","X1","X0","missing","X2","X8","X3",NA,1599,13,0,37,2.9003e+10,"N","Transportation...Public.Utilities",2000,0.333333333333333,37.5
"229",3,107,16712.59,83417,98,"No","USA","Single.Location",2015,"N","X0",0,"X0","X1","X0","X20","X0","X9","X0",124193,0,8,8,8,124193,"N","Public.Administration",2000,0.266666666666667,35.6666666666667
"230",1,3,16.18,44,1,"No","USA","Single.Location",1998,"N","X1",0,"X0","X1","X3","missing","X0","X8","X0",NA,0,50,50,50,0,"N","Transportation...Public.Utilities",2000,0.266666666666667,3
"231",1,5,23.45,1554,1,"No","USA","Single.Location",NA,"N","X0",0,"X0","X1","X0","missing","X0","X9","X0",NA,0,2,2,2,0,"N","Services",2000,0.366666666666667,5
"233",3,103,192208.9,79019,44,"No","USA","Branch",NA,"N","X0",18800,"X0","X0","X0","missing","X2","X9","X2",NA,2839,65,0,550,3.6866e+10,"N","Manufacturing",2000,0.266666666666667,34.3333333333333
"234",3,108,3316.29,127349,64,"No","USA","Branch",NA,"N","X0",47294,"X0","X1","X0","missing","X2","X9","X1",NA,919,400,0,175,7846600000,"N","Services",2000,0.3,36
"235",1,2,3.46,381,1,"No","USA","Branch",NA,"N","X0",6908,"X0","X1","X0","missing","X2","X9","X4",NA,5826,10,0,0,6934201511,"N","Services",2000,0.333333333333333,2
"236",5,275,88360.57,2448203,1,"No","USA","Single.Location",2008,"N","X2",0,"X0","X1","X0","X20","X0","X9","X0",71000,0,1,1,1,71000,"N","Services",2000,0.266666666666667,55
"238",1,67,10653.07,16961,1,"No","USA","Single.Location",2008,"N","X0",0,"X0","X1","X0","X20","X0","X9","X0",150000,0,2,2,2,150000,"N","Finance..Insurance..Real.Estate",2000,0.266666666666667,67
"239",1,1,0,0,1,"Yes","USA","Branch",NA,"N","X0",6532,"X0","X1","X0","missing","X2","X9","X1",NA,251,9,0,800,556291000,"N","Services",2000,0.166666666666667,1
"240",5,234,131120.8,3023135,1,"No","USA","HQ",2002,"N","X2",21000,"X3","X1","X3","X20","X1","X9","X3",783699205,1124,7,2000,151,10949999000,"N","Finance..Insurance..Real.Estate",2000,0.0666666666666667,46.8
"241",3,123,188057.72,561022,1,"No","USA","Branch",NA,"N","X0",60236,"X0","X0","X0","missing","X2","X9","X1",NA,358,111,0,2000,2.5923e+10,"N","Manufacturing",2000,0.366666666666667,41
"243",4,516,495976.03,1127114,1,"No","USA","HQ",1958,"N","X0",19818,"X3","X1","X3","X20","X1","X9","X2",454598022,51,1700,5000,1600,2963700000,"N","Services",2000,0.1,129
"245",4,333,65518.04,292642,1,"No","USA","Single.Location",2008,"N","X2",18000,"X3","X1","X3","X20","X0","X9","X2",11604478,516,70,70,70,11604478,"N","Services",2000,0.1,83.25
"246",1,20,380.69,29560,1,"No","USA","Single.Location",NA,"N","X0",0,"X0","X1","X0","missing","X0","X9","X0",NA,0,1,1,1,0,"N","Finance..Insurance..Real.Estate",2000,0.333333333333333,20
"247",6,225,96482.89,2494039,1,"No","USA","HQ",1989,"N","X1",130000,"X0","X1","X3","X20","X1","X9","X1",3.55e+08,26,200,3500,200,3.55e+08,"Y","Transportation...Public.Utilities",2000,0.0666666666666667,37.5
"248",1,2,4.38,0,1,"No","USA","HQ",1983,"N","X1",13190,"X0","X1","X3","X20","X1","X9","X1",17200143,4,100,260,100,17200143,"Y","Services",2000,0.1,2
"249",3,151,236311.05,5628325,44,"No","USA","HQ",1931,"N","X2",350000,"X0","X1","X12","X20","X1","X9","X1",346604960,6,900,2130,900,346604960,"Y","Services",2000,0.1,50.3333333333333
"250",1,51,895.51,7251,44,"No","USA","Branch",NA,"N","X0",51932,"X0","X0","X0","missing","X2","X8","X3",NA,292,100,0,85,747825601,"N","Manufacturing",2000,0.166666666666667,51
"252",6,312,222636.98,8322496,45,"No","USA","Single.Location",1977,"N","X2",0,"X0","X1","X3","missing","X0","X9","X0",NA,0,5,86,5,0,"N","Finance..Insurance..Real.Estate",2000,0.266666666666667,52
"253",2,52,5292.01,52281,1,"No","USA","Branch",NA,"N","X2",0,"X0","X1","X0","missing","X2","X9","X0",NA,0,20,0,20,0,"N","Finance..Insurance..Real.Estate",2000,0.333333333333333,26
"254",2,85,5803.43,39930,1,"No","USA","HQ",1993,"N","X2",200000,"X0","X1","X3","X20","X1","X9","X1",35760000,3,12,12,12,35760000,"Y","Finance..Insurance..Real.Estate",2000,0.1,42.5
"256",5,285,119154.69,776889,1,"No","USA","HQ",1992,"N","X2",11560,"X3","X1","X3","X20","X1","X9","X2",66164241,30,275,350,86,612557000,"N","Finance..Insurance..Real.Estate",2000,0.1,57
"257",4,346,156470.28,2227160,88,"No","USA","HQ",1978,"N","X1",57000,"X3","X0","X3","X20","X1","X9","X2",12107640000,330,500,2500,500,12107640000,"N","Wholesale.Trade",2000,0.0666666666666667,86.5
"260",4,356,416887.67,1445067,59,"No","USA","Branch",NA,"N","X0",0,"X0","X1","X0","missing","X2","X9","X1",NA,177,8,0,5000,5004255571,"N","Services",2000,0.366666666666667,89
"261",2,58,11866.92,27098,1,"No","missing","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2000,1.33333333333333,29
"262",1,8,356.08,408,1,"No","missing","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2000,1.33333333333333,8
"263",1,12,2286.16,1880,1,"No","USA","Single.Location",2005,"N","X0",0,"X0","X1","X3","X20","X0","X8","X0",928731,0,7,7,7,928731,"N","Services",2000,0.233333333333333,12
"264",1,13,150,0,1,"Yes","USA","HQ",2017,"N","X2",6869,"X3","X1","X3","X20","X1","X9","X2",237460520,793,1200,1470,548,1970384000,"N","Services",2000,0.1,13
"265",3,47,19590.36,112037,1,"Yes","USA","HQ",2000,"N","X1",135000,"X3","X0","X3","X20","X1","X9","X2",96549484,18,125,324,251,126585640,"N","Manufacturing",2000,0.0666666666666667,15.6666666666667
"266",1,44,4132.72,25712,1,"No","USA","HQ",1995,"N","X2",60000,"X3","X1","X3","X20","X1","X7","X2",118283787,9,150,150,2,148988422,"N","Wholesale.Trade",2000,0.0666666666666667,44
"267",1,2,4.21,4,1,"No","USA","Single.Location",1989,"N","X1",1791,"X0","X1","X3","X20","X0","X9","X0",71851,0,1,1,1,71851,"N","Construction",2000,0.233333333333333,2
"270",4,201,207371.58,13514157,30,"No","USA","Single.Location",2010,"N","X0",12413,"X3","X1","X3","X20","X0","X9","X2",334072122,97,99,99,210,2289014323,"N","Services",2000,0.1,50.25
"272",1,66,14322.78,50207,1,"No","USA","HQ",1810,"Y","X1",15981,"X0","X1","X3","X20","X1","X9","X1",1.83e+10,279,35,17400,35,1.83e+10,"Y","Finance..Insurance..Real.Estate",2000,0.0666666666666667,66
"273",2,58,14909.96,6095,1,"Yes","USA","HQ",1935,"Y","X0",28000,"X0","X0","X3","X20","X1","X9","X1",1808994000,164,58,6127,58,1808994000,"Y","Manufacturing",2000,0.1,29
"274",1,19,273.98,3626,1,"No","USA","Branch",NA,"N","X0",0,"X0","X1","X0","missing","X2","X9","X1",NA,2412,1,0,360,2868341000,"N","Retail.Trade",2000,0.3,19
"275",3,80,9817.55,61348,1,"No","USA","Single.Location",2015,"N","X0",1695,"X0","X1","X0","X20","X0","X7","X0",63462,0,1,1,1,63462,"N","Services",2000,0.233333333333333,26.6666666666667
"278",1,68,14729.27,12663,1,"No","USA","HQ",1968,"Y","X1",1508200,"X0","X1","X3","X20","X1","X8","X1",5.449e+09,58,3201,4754,3201,5.449e+09,"Y","Finance..Insurance..Real.Estate",2000,0.0666666666666667,68
"280",2,70,8481.86,19314,1,"No","USA","HQ",1988,"Y","X1",45000,"X0","X0","X3","X20","X1","X8","X1",27969703,5,88,88,88,27969703,"Y","Manufacturing",2000,0.0666666666666667,35
"281",4,333,20015124.57,1206366,1,"No","USA","HQ",1988,"Y","X2",100000,"X0","X1","X3","X20","X1","X9","X1",1.3487e+10,150,80,260200,80,1.3487e+10,"Y","Services",2000,0.0666666666666667,83.25
"282",1,15,1056,773,1,"No","USA","HQ",1967,"Y","X2",28000,"X0","X0","X3","X20","X1","X9","X1",19184442,8,57,79,57,19184442,"Y","Manufacturing",2000,0.0666666666666667,15
"287",2,99,8828.81,188176,1,"No","USA","HQ",1987,"N","X2",8000,"X0","X1","X3","X20","X1","X9","X1",4592987,3,25,25,25,4592987,"Y","Services",2000,0.1,49.5
"289",1,16,1249.81,39028,1,"No","USA","Branch",NA,"N","X2",0,"X0","X0","X0","missing","X2","X8","X5",NA,890,70,0,250,7381910594,"N","Manufacturing",2000,0.3,16
"290",5,349,3344615.35,51910912,64,"Yes","USA","Single.Location",2012,"N","X0",0,"X0","X1","X0","X20","X0","X9","X0",120000,0,2,2,2,120000,"N","Finance..Insurance..Real.Estate",2000,0.2,69.8
"291",2,75,67671.6,2349,1,"No","USA","Branch",NA,"N","X0",0,"X0","X1","X0","missing","X2","X4","X2",NA,62,11,0,0,219790506,"N","Services",2000,0.366666666666667,37.5
"292",1,19,0,9012,1,"Yes","USA","Single.Location",NA,"N","X0",0,"X0","X1","X0","X20","X0","X8","X0",320000,0,2,2,2,320000,"N","Services",2000,0.3,19
"293",1,1,160.5,0,1,"No","USA","HQ",2017,"N","X2",97500,"X3","X1","X3","X20","X1","X9","X2",252591000,47,148,1152,3,252689808,"N","Services",2000,0.1,1
"295",3,227,144982.34,5648809,9,"No","USA","Branch",NA,"N","X0",15262,"X0","X1","X0","missing","X2","X9","X1",NA,114,41,0,50,1334747000,"N","Transportation...Public.Utilities",2000,0.166666666666667,75.6666666666667
"297",1,21,1945.01,27108,105,"No","USA","HQ",1985,"N","X0",70000,"X0","X1","X3","X20","X1","X9","X1",134746412,12,200,600,200,134746412,"Y","Retail.Trade",2000,0.0666666666666667,21
"301",1,27,391.34,5874,1,"No","USA","Single.Location",2000,"N","X0",4272,"X0","X1","X3","X20","X0","X9","X0",26710648,0,6,6,6,26710648,"N","Services",2000,0.1,27
"302",1,3,16.04,2,1,"No","USA","Single.Location",1999,"N","X2",0,"X0","X1","X3","X20","X0","X9","X0",14900000,0,200,200,200,14900000,"N","Services",2000,0.166666666666667,3
"303",1,31,2095.66,8397,1,"No","USA","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2000,1.16666666666667,31
"304",2,71,29858.07,25307,1,"No","USA","Single.Location",2014,"N","X0",5793,"X3","X1","X3","X20","X0","X9","X2",409527,137,6,6,99,10743006000,"N","Transportation...Public.Utilities",2000,0.1,35.5
"306",2,98,3422.78,47006,1,"No","USA","HQ",1917,"Y","X0",16240,"X0","X0","X3","X20","X1","X9","X1",18557600000,263,281,148400,281,18557600000,"Y","Manufacturing",2000,0.0666666666666667,49
"307",5,333,101015,397444,1,"No","USA","HQ",2016,"N","X0",10464,"X3","X1","X3","X20","X1","X9","X2",656200105,226,77,828,250,9952751262,"N","Finance..Insurance..Real.Estate",2000,0.0666666666666667,66.6
"309",1,72,5829.51,17234,1,"No","USA","HQ",1959,"Y","X1",41780,"X0","X0","X3","X20","X1","X9","X1",942162000,24,140,6568,140,942162000,"Y","Manufacturing",2000,0.133333333333333,72
"310",1,3,16.51,2,1,"Yes","USA","HQ",1995,"Y","X2",210000,"X0","X1","X3","X20","X1","X9","X1",297756000,9,564,564,564,297756000,"Y","Finance..Insurance..Real.Estate",2000,0.1,3
"312",1,61,7358.5,14882,1,"No","USA","Single.Location",2002,"N","X0",0,"X0","X1","X13","X20","X0","X9","X0",230000,0,4,4,4,230000,"N","Services",2000,0.2,61
"313",3,220,36512.44,421793,44,"No","USA","HQ",1985,"N","X2",15548,"X0","X0","X3","X20","X1","X8","X1",174959012,12,380,450,380,174959012,"Y","Manufacturing",2000,0.1,73.3333333333333
"315",1,57,5012.51,48925,1,"No","USA","HQ",1981,"N","X2",37500,"X3","X0","X3","X20","X1","X9","X2",60436554,26,154,363,154,60436554,"N","Manufacturing",2000,0.1,57
"316",5,392,150517.6,975122,44,"No","USA","HQ",1989,"N","X1",245000,"X3","X1","X3","X20","X1","X9","X3",600258831,335,671,1581,800,617802719,"N","Finance..Insurance..Real.Estate",2000,0.133333333333333,78.4
"317",1,60,1543.56,33614,88,"No","USA","Single.Location",1998,"N","X0",0,"X0","X1","X3","X20","X0","X9","X0",556078,0,5,5,5,556078,"N","Services",2000,0.2,60
"319",2,39,554.84,2348,44,"No","USA","HQ",1991,"N","X2",45000,"X0","X1","X3","X20","X1","X9","X1",117532000,33,325,650,325,117532000,"Y","Finance..Insurance..Real.Estate",2000,0.0666666666666667,19.5
"320",1,11,101.41,306,1,"No","USA","Single.Location",1999,"N","X2",650,"X0","X1","X12","X20","X0","X9","X0",1200000,0,4,4,4,1200000,"N","Services",2000,0.133333333333333,11
"321",1,20,560.47,4500,1,"No","USA","HQ",2001,"Y","X0",75000,"X3","X0","X3","X20","X1","X8","X3",13027358,4,2,3,10,13027358,"N","Manufacturing",2000,0.1,20
"322",2,3,21.72,13,1,"No","missing","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2000,1.33333333333333,1.5
"324",5,423,625112.23,1616802,44,"No","USA","Branch",NA,"N","X2",3678,"X0","X1","X0","missing","X2","X9","X3",NA,283,5,0,1300,5106412308,"N","Wholesale.Trade",2000,0.3,84.6
"325",2,18,1132.52,2910,1,"No","USA","Branch",NA,"N","X2",18015,"X0","X1","X0","missing","X2","X9","X4",NA,106,90,0,600,4549117683,"N","Wholesale.Trade",2000,0.233333333333333,9
"326",1,3,20.63,2,1,"No","USA","Single.Location",2000,"N","X0",0,"X0","X1","X3","missing","X0","X8","X0",NA,0,70,100,70,0,"N","Transportation...Public.Utilities",2000,0.266666666666667,3
"327",2,117,3583.01,52907,1,"No","USA","HQ",1988,"N","X2",75000,"X3","X1","X3","X20","X1","X9","X2",6424943,47,153,630,153,6424943,"N","Wholesale.Trade",2000,0.0666666666666667,58.5
"328",2,335,485046.29,439475,44,"No","USA","Single.Location",NA,"N","X0",11496,"X3","X1","X0","X20","X0","X8","X3",6770155,264,257,257,4400,2.7908e+10,"N","Finance..Insurance..Real.Estate",2000,0.3,167.5
"329",4,399,288249.02,4528786,1,"No","USA","HQ",1987,"N","X0",7549,"X3","X1","X3","X20","X1","X9","X2",257520683,516,50,8849,50,257520683,"N","Services",2001,0.1,99.75
"331",4,212,85423.22,502917,1,"No","USA","HQ",2007,"N","X2",179000,"X3","X1","X3","X20","X1","X9","X2",2535413354,1255,120,85000,950,4252312000,"N","Retail.Trade",2001,0.0666666666666667,53
"332",1,67,10475.63,215076,1,"No","USA","Branch",NA,"N","X1",33712,"X0","X1","X0","missing","X2","X7","X3",NA,159,200,0,150,52874757,"N","Services",2001,0.2,67
"333",1,6,19401.38,0,1,"No","USA","HQ",2001,"N","X1",108000,"X3","X0","X3","X20","X1","X6","X2",761291006,224,500,1500,276,7683900000,"N","Manufacturing",2001,0.1,6
"334",2,63,79529.47,81461,64,"No","USA","Single.Location",2006,"N","X1",18752,"X3","X0","X3","X20","X0","X7","X2",167793568,445,345,345,100,16208122000,"N","Manufacturing",2001,0.1,31.5
"335",1,81,18038.42,177806,1,"No","USA","Single.Location",1949,"N","X2",50000,"X0","X1","X3","X20","X0","X9","X0",1.7e+07,0,80,80,80,1.7e+07,"N","Finance..Insurance..Real.Estate",2001,0.1,81
"337",1,3,43.7,5,1,"No","missing","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2001,1.33333333333333,3
"338",7,207,168153.32,1681853,78,"No","USA","Single.Location",1997,"N","X2",17000,"X0","X1","X3","X20","X0","X9","X0",21567740,0,84,84,84,21567740,"N","Services",2001,0.1,29.5714285714286
"342",1,1,0.44,4,1,"No","USA","Single.Location",2010,"N","X0",0,"X0","X1","X0","missing","X0","X9","X0",NA,0,NA,0,0,0,"N","Public.Administration",2001,0.3,1
"343",6,860,3461071.74,99543259,44,"No","USA","HQ",1991,"N","X2",7965,"X0","X1","X3","X20","X1","X9","X1",11502320900,445,1300,85000,1300,11502320900,"Y","Services",2001,0.1,143.333333333333
"344",1,17,3659.9,6152,1,"Yes","USA","Branch",NA,"N","X0",10202,"X0","X1","X0","missing","X2","X9","X1",NA,8,12,12,45,40085781,"N","Services",2001,0.266666666666667,17
"345",1,84,12785.12,34700,1,"No","USA","HQ",1983,"Y","X1",227910,"X0","X0","X3","X20","X1","X5","X1",103803000,2,153,153,153,103803000,"Y","Manufacturing",2001,0.1,84
"347",4,221,79190.55,591933,78,"No","USA","Branch",NA,"N","X0",33838,"X0","X1","X0","missing","X2","X9","X2",NA,919,200,0,175,7846600000,"N","Services",2001,0.166666666666667,55.25
"348",1,6,1029.7,155,1,"Yes","USA","HQ",1998,"N","X1",2765,"X0","X1","X3","X20","X1","X8","X1",26204548,16,2,179,2,26204548,"Y","Finance..Insurance..Real.Estate",2001,0.1,6
"350",1,39,695.93,2335,1,"Yes","USA","HQ",2010,"N","X2",17000,"X0","X0","X3","X20","X1","X9","X1",20476674,13,20,60,20,20476674,"Y","Manufacturing",2001,0.2,39
"351",2,6,64.2,52,1,"No","USA","HQ",1984,"N","X2",25000,"X0","X1","X3","X20","X1","X9","X1",12793200,6,45,55,45,12793200,"Y","Services",2001,0.1,3
"352",5,133,106088.94,409810,44,"No","USA","Branch",NA,"N","X2",0,"X0","X1","X0","missing","X2","X9","X0",NA,0,12,0,12,0,"N","Wholesale.Trade",2001,0.3,26.6
"356",6,385,410260.35,12842420,44,"No","USA","Single.Location",2015,"N","X0",0,"X0","X1","X0","X20","X0","X9","X0",58050,0,2,2,2,58050,"N","Services",2001,0.233333333333333,64.1666666666667
"358",2,50,1275.97,25532,44,"No","USA","Branch",NA,"N","X0",0,"X0","X1","X0","missing","X2","X9","X2",NA,37,13,0,119,455911000,"N","Public.Administration",2001,0.366666666666667,25
"359",2,44,7730.93,14079,1,"No","USA","HQ",1960,"N","X2",5832,"X0","X1","X3","X20","X1","X9","X1",17619661,3,77,130,77,17619661,"Y","Services",2001,0.133333333333333,22
"360",2,57,15231.47,31866,1,"No","USA","HQ",1997,"N","X2",5000,"X0","X1","X3","X20","X1","X9","X1",687514951,55,171,1900,171,687514951,"Y","Agriculture..Forestry..Fishing",2001,0.1,28.5
"361",5,317,1569262.67,1835757,64,"No","USA","Single.Location",2010,"N","X0",0,"X0","X1","X0","missing","X0","X9","X0",NA,0,NA,0,0,0,"N","Public.Administration",2001,0.3,63.4
"362",2,57,4280.72,51316,1,"No","USA","HQ",1973,"N","X1",20000,"X0","X1","X3","X20","X1","X9","X1",5380597,4,89,89,89,5380597,"Y","Finance..Insurance..Real.Estate",2001,0.133333333333333,28.5
"363",1,2,12.07,598,1,"No","USA","HQ",2003,"N","X0",22869,"X3","X0","X3","X20","X1","X9","X4",16028508986,950,500,57499,800,20282887064,"N","Manufacturing",2001,0.1,2
"365",1,13,56.94,0,1,"No","USA","HQ",1896,"N","X0",13362,"X3","X1","X3","X20","X1","X9","X3",2.186e+09,594,147,1471,170,3.136e+10,"N","Transportation...Public.Utilities",2001,0.1,13
"366",1,49,524.94,6928,1,"No","USA","Single.Location",NA,"N","X0",0,"X0","X0","X0","missing","X0","X9","X0",NA,0,2,2,2,0,"N","Manufacturing",2001,0.366666666666667,49
